"","efo_id","trait","uri"
"650","EFO_0004751","CCL4 measurement","http://www.ebi.ac.uk/efo/EFO_0004751"
"651","EFO_0004752","parathyroid hormone measurement","http://www.ebi.ac.uk/efo/EFO_0004752"
"652","EFO_0005057","myoglobin measurement","http://www.ebi.ac.uk/efo/EFO_0005057"
"653","EFO_0005058","tyrosine measurement","http://www.ebi.ac.uk/efo/EFO_0005058"
"654","EFO_0005059","acylcarnitine measurement","http://www.ebi.ac.uk/efo/EFO_0005059"
"655","EFO_0005080","CC16 measurement","http://www.ebi.ac.uk/efo/EFO_0005080"
"656","EFO_0005092","entorhinal cortical volume","http://www.ebi.ac.uk/efo/EFO_0005092"
"657","EFO_0005093","hip circumference","http://www.ebi.ac.uk/efo/EFO_0005093"
"658","EFO_0005091","monocyte count","http://www.ebi.ac.uk/efo/EFO_0005091"
"659","EFO_0005094","P wave duration","http://www.ebi.ac.uk/efo/EFO_0005094"
"660","EFO_0005095","PR segment","http://www.ebi.ac.uk/efo/EFO_0005095"
"661","EFO_0005089","whole-brain volume","http://www.ebi.ac.uk/efo/EFO_0005089"
"662","EFO_0004997","type 2 diabetes nephropathy","http://www.ebi.ac.uk/efo/EFO_0004997"
"663","EFO_0004630","factor VIII measurement","http://www.ebi.ac.uk/efo/EFO_0004630"
"664","EFO_0004469","HOMA-B","http://www.ebi.ac.uk/efo/EFO_0004469"
"665","EFO_0004501","HOMA-IR","http://www.ebi.ac.uk/efo/EFO_0004501"
"666","EFO_0004627","IgF-1 measurement","http://www.ebi.ac.uk/efo/EFO_0004627"
"667","EFO_0004637","protein S measurement","http://www.ebi.ac.uk/efo/EFO_0004637"
"668","GO_0097338","response to clozapine","http://purl.obolibrary.org/obo/GO_0097338"
"669","GO_0097333","response to olanzapine","http://purl.obolibrary.org/obo/GO_0097333"
"670","EFO_0005132","5-HIAA measurement","http://www.ebi.ac.uk/efo/EFO_0005132"
"671","EFO_0005128","albumin:globulin ratio measurement","http://www.ebi.ac.uk/efo/EFO_0005128"
"672","EFO_0005126","arylesterase enzyme measurement","http://www.ebi.ac.uk/efo/EFO_0005126"
"673","EFO_0005127","cancer biomarker measurement","http://www.ebi.ac.uk/efo/EFO_0005127"
"674","EFO_0005129","hepatitis C induced liver cirrhosis","http://www.ebi.ac.uk/efo/EFO_0005129"
"675","EFO_0005131","HVA measurement","http://www.ebi.ac.uk/efo/EFO_0005131"
"676","GO_0097329","response to antimetabolite","http://purl.obolibrary.org/obo/GO_0097329"
"677","GO_0006306","DNA methylation","http://purl.obolibrary.org/obo/GO_0006306"
"678","EFO_0005266","serum selenium measurement","http://www.ebi.ac.uk/efo/EFO_0005266"
"679","EFO_0005267","serum copper measurement","http://www.ebi.ac.uk/efo/EFO_0005267"
"680","EFO_0005268","serum zinc measurement","http://www.ebi.ac.uk/efo/EFO_0005268"
"681","EFO_0005269","congenital heart malformation","http://www.ebi.ac.uk/efo/EFO_0005269"
"682","EFO_0005272","sleep quality","http://www.ebi.ac.uk/efo/EFO_0005272"
"683","EFO_0005273","sleep depth","http://www.ebi.ac.uk/efo/EFO_0005273"
"684","EFO_0005274","sleep time","http://www.ebi.ac.uk/efo/EFO_0005274"
"685","EFO_0005275","dihydroxy docosatrienoic acid measurement","http://www.ebi.ac.uk/efo/EFO_0005275"
"686","EFO_0005276","Hydroxy-leucine measurement","http://www.ebi.ac.uk/efo/EFO_0005276"
"687","EFO_0005279","temporomandibular joint disorder","http://www.ebi.ac.uk/efo/EFO_0005279"
"688","EFO_0005280","sleep latency","http://www.ebi.ac.uk/efo/EFO_0005280"
"689","EFO_0005300","word reading","http://www.ebi.ac.uk/efo/EFO_0005300"
"690","EFO_0005230","anxiety","http://www.ebi.ac.uk/efo/EFO_0005230"
"691","GO_0072718","response to cisplatin","http://purl.obolibrary.org/obo/GO_0072718"
"692","EFO_0005240","rhegmatogenous retinal detachment","http://www.ebi.ac.uk/efo/EFO_0005240"
"693","EFO_0005241","employment status","http://www.ebi.ac.uk/efo/EFO_0005241"
"694","EFO_0005242","methamphetamine-induced psychosis","http://www.ebi.ac.uk/efo/EFO_0005242"
"695","EFO_0005243","myeloperoxidase measurement","http://www.ebi.ac.uk/efo/EFO_0005243"
"696","EFO_0005244","gastric bypass","http://www.ebi.ac.uk/efo/EFO_0005244"
"697","EFO_0005246","hypersomnia","http://www.ebi.ac.uk/efo/EFO_0005246"
"698","EFO_0005247","anti-Heliobacter pylori serum IgG measurement","http://www.ebi.ac.uk/efo/EFO_0005247"
"699","GO_0072758","response to topoisomerase inhibitor","http://purl.obolibrary.org/obo/GO_0072758"
"700","GO_1901563","response to camptothecin","http://purl.obolibrary.org/obo/GO_1901563"
"701","EFO_0005250","occupation-related stress disorder","http://www.ebi.ac.uk/efo/EFO_0005250"
"702","GO_1902518","response to cyclophosphamide","http://purl.obolibrary.org/obo/GO_1902518"
"703","GO_1902519","response to docetaxel","http://purl.obolibrary.org/obo/GO_1902519"
"704","EFO_0005257","response to anthracycline-based chemotherapy","http://www.ebi.ac.uk/efo/EFO_0005257"
"705","EFO_0005526","response to alcohol","http://www.ebi.ac.uk/efo/EFO_0005526"
"706","EFO_0005527","ejection fraction measurement","http://www.ebi.ac.uk/efo/EFO_0005527"
"707","EFO_0005528","parasitemia measurement","http://www.ebi.ac.uk/efo/EFO_0005528"
"708","EFO_0005529","Chagas cardiomyopathy","http://www.ebi.ac.uk/efo/EFO_0005529"
"709","EFO_0005531","urticaria","http://www.ebi.ac.uk/efo/EFO_0005531"
"710","EFO_0005532","angioedema","http://www.ebi.ac.uk/efo/EFO_0005532"
"711","EFO_0005533","response to non-steroidal anti-inflammatory","http://www.ebi.ac.uk/efo/EFO_0005533"
"712","EFO_0005534","delayed encephalopathy after acute carbon monoxide poisoning","http://www.ebi.ac.uk/efo/EFO_0005534"
"713","Orphanet_398934","malignant epithelial tumor of ovary","http://www.orpha.net/ORDO/Orphanet_398934"
"714","Orphanet_2495","meningioma","http://www.orpha.net/ORDO/Orphanet_2495"
"715","Orphanet_35093","isolated scaphocephaly","http://www.orpha.net/ORDO/Orphanet_35093"
"716","Orphanet_70589","bronchopulmonary dysplasia","http://www.orpha.net/ORDO/Orphanet_70589"
"717","Orphanet_79102","thyrotoxic periodic paralysis","http://www.orpha.net/ORDO/Orphanet_79102"
"718","Orphanet_232","sickle cell anemia","http://www.orpha.net/ORDO/Orphanet_232"
"719","Orphanet_98963","granular corneal dystrophy type II","http://www.orpha.net/ORDO/Orphanet_98963"
"720","Orphanet_139039","orofacial clefting syndrome","http://www.orpha.net/ORDO/Orphanet_139039"
"721","Orphanet_166282","familial sick sinus syndrome","http://www.orpha.net/ORDO/Orphanet_166282"
"722","Orphanet_524","Li-Fraumeni syndrome","http://www.orpha.net/ORDO/Orphanet_524"
"723","Orphanet_2573","Moyamoya disease","http://www.orpha.net/ORDO/Orphanet_2573"
"724","GO_0061476","response to anticoagulant","http://purl.obolibrary.org/obo/GO_0061476"
"725","GO_0061477","response to aromatase inhibitor","http://purl.obolibrary.org/obo/GO_0061477"
"726","EFO_0004838","calcium measurement","http://www.ebi.ac.uk/efo/EFO_0004838"
"727","EFO_0004839","CD4:CD8 lymphocyte ratio","http://www.ebi.ac.uk/efo/EFO_0004839"
"728","EFO_0004840","cortical thickness","http://www.ebi.ac.uk/efo/EFO_0004840"
"729","EFO_0004841","digit length ratio","http://www.ebi.ac.uk/efo/EFO_0004841"
"730","EFO_0004842","eosinophil count","http://www.ebi.ac.uk/efo/EFO_0004842"
"731","EFO_0004843","vitamin B measurement","http://www.ebi.ac.uk/efo/EFO_0004843"
"732","EFO_0004844","hip bone size","http://www.ebi.ac.uk/efo/EFO_0004844"
"733","EFO_0004845","magnesium measurement","http://www.ebi.ac.uk/efo/EFO_0004845"
"734","EFO_0004846","serotonin measurement","http://www.ebi.ac.uk/efo/EFO_0004846"
"735","EFO_0004847","age at onset","http://www.ebi.ac.uk/efo/EFO_0004847"
"736","GO_0061479","response to reverse transcriptase inhibitor","http://purl.obolibrary.org/obo/GO_0061479"
"737","GO_1901554","response to acetaminophen","http://purl.obolibrary.org/obo/GO_1901554"
"738","GO_0061478","response to platelet aggregation inhibitor","http://purl.obolibrary.org/obo/GO_0061478"
"739","GO_1901558","response to metformin","http://purl.obolibrary.org/obo/GO_1901558"
"740","EFO_0004857","vitamin A measurement","http://www.ebi.ac.uk/efo/EFO_0004857"
"741","GO_1901559","response to ribavirin","http://purl.obolibrary.org/obo/GO_1901559"
"742","EFO_0004859","abdominal aortic artery calcification","http://www.ebi.ac.uk/efo/EFO_0004859"
"743","EFO_0004860","common carotid intimal medial thickness","http://www.ebi.ac.uk/efo/EFO_0004860"
"744","EFO_0004861","phosphorus measurement","http://www.ebi.ac.uk/efo/EFO_0004861"
"745","EFO_0000574","lymphoma","http://www.ebi.ac.uk/efo/EFO_0000574"
"746","EFO_0003839","retinopathy","http://www.ebi.ac.uk/efo/EFO_0003839"
"747","EFO_0005192","red blood cell distribution width","http://www.ebi.ac.uk/efo/EFO_0005192"
"748","EFO_0001361","pulmonary hypertension","http://www.ebi.ac.uk/efo/EFO_0001361"
"749","EFO_0003756","autism spectrum disorder","http://www.ebi.ac.uk/efo/EFO_0003756"
"750","EFO_0005193","serum IgG glycosylation measurement","http://www.ebi.ac.uk/efo/EFO_0005193"
"751","EFO_0005194","amyloid-beta measurement","http://www.ebi.ac.uk/efo/EFO_0005194"
"752","EFO_0004556","antibody measurement","http://www.ebi.ac.uk/efo/EFO_0004556"
"753","EFO_0000769","Epstein-Barr virus infection","http://www.ebi.ac.uk/efo/EFO_0000769"
"754","EFO_0001062","cytomegalovirus infection","http://www.ebi.ac.uk/efo/EFO_0001062"
"755","EFO_0005195","response to cholinesterase inhibitor","http://www.ebi.ac.uk/efo/EFO_0005195"
"756","EFO_0005196","vasoactive peptide measurement","http://www.ebi.ac.uk/efo/EFO_0005196"
"757","EFO_0005197","beta-2 microglobulin measurement","http://www.ebi.ac.uk/efo/EFO_0005197"
"758","EFO_0005199","renal transplant outcome measurement","http://www.ebi.ac.uk/efo/EFO_0005199"
"759","EFO_0005201","height growth measurement","http://www.ebi.ac.uk/efo/EFO_0005201"
"760","EFO_0001382","puberty","http://www.ebi.ac.uk/efo/EFO_0001382"
"761","EFO_0005202","response to hydrochlorothiazide","http://www.ebi.ac.uk/efo/EFO_0005202"
"762","EFO_0004862","phytosterol measurement","http://www.ebi.ac.uk/efo/EFO_0004862"
"763","EFO_0004863","recombination rate","http://www.ebi.ac.uk/efo/EFO_0004863"
"764","EFO_0004864","renal sinus adipose tissue measurement","http://www.ebi.ac.uk/efo/EFO_0004864"
"765","EFO_0004865","thyroid volume","http://www.ebi.ac.uk/efo/EFO_0004865"
"766","EFO_0004866","autoantibody measurement","http://www.ebi.ac.uk/efo/EFO_0004866"
"767","EFO_0004867","vitamin E measurement","http://www.ebi.ac.uk/efo/EFO_0004867"
"768","EFO_0004868","volumetric brain MRI","http://www.ebi.ac.uk/efo/EFO_0004868"
"769","EFO_0004869","YKL40 measurement","http://www.ebi.ac.uk/efo/EFO_0004869"
"770","EFO_0004870","sleep measurement","http://www.ebi.ac.uk/efo/EFO_0004870"
"771","EFO_0004874","memory performance","http://www.ebi.ac.uk/efo/EFO_0004874"
"772","EFO_0004875","mathematical ability","http://www.ebi.ac.uk/efo/EFO_0004875"
"773","EFO_0000222","acute myeloid leukemia","http://www.ebi.ac.uk/efo/EFO_0000222"
"774","EFO_0000565","leukemia","http://www.ebi.ac.uk/efo/EFO_0000565"
"775","EFO_0006913","prefrontal cortex cytoarchitectural measurement","http://www.ebi.ac.uk/efo/EFO_0006913"
"776","EFO_0001669","influenza infection","http://www.ebi.ac.uk/efo/EFO_0001669"
"777","EFO_0004233","leukopenia","http://www.ebi.ac.uk/efo/EFO_0004233"
"778","EFO_0004565","serum IgG measurement","http://www.ebi.ac.uk/efo/EFO_0004565"
"779","EFO_0004567","antipsychotic drug related weight gain","http://www.ebi.ac.uk/efo/EFO_0004567"
"780","EFO_0004568","serum non-albumin protein measurement","http://www.ebi.ac.uk/efo/EFO_0004568"
"781","HP_0012042","aspirin induced asthma","http://purl.obolibrary.org/obo/HP_0012042"
"782","EFO_0004608","cystic fibrosis associated meconium ileum","http://www.ebi.ac.uk/efo/EFO_0004608"
"783","EFO_0004609","treatment refractory schizophrenia","http://www.ebi.ac.uk/efo/EFO_0004609"
"784","EFO_0004694","factor XI measurement","http://www.ebi.ac.uk/efo/EFO_0004694"
"785","EFO_0004695","intraocular pressure measurement","http://www.ebi.ac.uk/efo/EFO_0004695"
"786","EFO_0004698","insomnia","http://www.ebi.ac.uk/efo/EFO_0004698"
"787","GO_0097366","response to bronchodilator","http://purl.obolibrary.org/obo/GO_0097366"
"788","EFO_0004729","vitamin measurement","http://www.ebi.ac.uk/efo/EFO_0004729"
"789","EFO_0004736","aspartate aminotransferase measurement","http://www.ebi.ac.uk/efo/EFO_0004736"
"790","EFO_0004873","cytokine measurement","http://www.ebi.ac.uk/efo/EFO_0004873"
"791","EFO_0004880","urinary arsenic measurement","http://www.ebi.ac.uk/efo/EFO_0004880"
"792","EFO_0004881","asparaginase hypersensitivity","http://www.ebi.ac.uk/efo/EFO_0004881"
"793","EFO_0004248","male infertility","http://www.ebi.ac.uk/efo/EFO_0004248"
"794","EFO_0004249","meningococcal infection","http://www.ebi.ac.uk/efo/EFO_0004249"
"795","EFO_0004251","myeloproliferative disorder","http://www.ebi.ac.uk/efo/EFO_0004251"
"796","EFO_0004252","nasopharyngeal neoplasm","http://www.ebi.ac.uk/efo/EFO_0004252"
"797","EFO_0004253","nephrolithiasis","http://www.ebi.ac.uk/efo/EFO_0004253"
"798","EFO_0004254","membranous glomerulonephritis","http://www.ebi.ac.uk/efo/EFO_0004254"
"799","EFO_0004255","nephrotic syndrome","http://www.ebi.ac.uk/efo/EFO_0004255"
"800","Orphanet_126","blepharophimosis-ptosis-epicanthus inversus syndrome","http://www.orpha.net/ORDO/Orphanet_126"
"801","Orphanet_440","familial hypospadias","http://www.orpha.net/ORDO/Orphanet_440"
"802","Orphanet_1572","common variable immunodeficiency","http://www.orpha.net/ORDO/Orphanet_1572"
"803","Orphanet_2133","hemoglobin E disease","http://www.orpha.net/ORDO/Orphanet_2133"
"804","Orphanet_586","cystic fibrosis","http://www.orpha.net/ORDO/Orphanet_586"
"805","Orphanet_821","Sotos syndrome","http://www.orpha.net/ORDO/Orphanet_821"
"806","Orphanet_355","Gaucher disease","http://www.orpha.net/ORDO/Orphanet_355"
"807","Orphanet_388","Hirschsprung disease","http://www.orpha.net/ORDO/Orphanet_388"
"808","GO_0031960","response to corticosteroid","http://purl.obolibrary.org/obo/GO_0031960"
"809","EFO_0003015","aggressive behavior","http://www.ebi.ac.uk/efo/EFO_0003015"
"810","HP_0000175","cleft palate","http://purl.obolibrary.org/obo/HP_0000175"
"811","EFO_0003925","cognition","http://www.ebi.ac.uk/efo/EFO_0003925"
"812","EFO_0004514","bone quantitative ultrasound measurement","http://www.ebi.ac.uk/efo/EFO_0004514"
"813","EFO_0005654","velocity of sound measurement","http://www.ebi.ac.uk/efo/EFO_0005654"
"814","EFO_0005657","response to protease inhibitor","http://www.ebi.ac.uk/efo/EFO_0005657"
"815","EFO_0005782","age-related hearing impairment","http://www.ebi.ac.uk/efo/EFO_0005782"
"816","Orphanet_282","frontotemporal dementia","http://www.orpha.net/ORDO/Orphanet_282"
"817","EFO_0005658","response to selective serotonin reuptake inhibitor","http://www.ebi.ac.uk/efo/EFO_0005658"
"818","EFO_0005659","plasma beta-amyloid 1-40 measurement","http://www.ebi.ac.uk/efo/EFO_0005659"
"819","EFO_0005660","plasma beta-amyloid 1-42 measurement","http://www.ebi.ac.uk/efo/EFO_0005660"
"820","EFO_0005661","Child Behaviour Checklist assessment","http://www.ebi.ac.uk/efo/EFO_0005661"
"821","EFO_0005664","blood metabolite measurement","http://www.ebi.ac.uk/efo/EFO_0005664"
"822","EFO_0000555","irritable bowel syndrome","http://www.ebi.ac.uk/efo/EFO_0000555"
"823","Orphanet_136","cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy","http://www.orpha.net/ORDO/Orphanet_136"
"824","EFO_0005665","white matter hyperintensity measurement","http://www.ebi.ac.uk/efo/EFO_0005665"
"825","EFO_0005666","thyroid peroxidase antibody measurement","http://www.ebi.ac.uk/efo/EFO_0005666"
"826","EFO_0005667","urinary albumin excretion rate","http://www.ebi.ac.uk/efo/EFO_0005667"
"827","EFO_0005669","intracerebral hemorrhage","http://www.ebi.ac.uk/efo/EFO_0005669"
"828","EFO_0005670","smoking initiation","http://www.ebi.ac.uk/efo/EFO_0005670"
"829","EFO_0005671","smoking behaviour measurement","http://www.ebi.ac.uk/efo/EFO_0005671"
"830","Orphanet_199315","familial clubfoot with or without associated lower limb anomalies","http://www.orpha.net/ORDO/Orphanet_199315"
"831","EFO_0005672","acute coronary syndrome","http://www.ebi.ac.uk/efo/EFO_0005672"
"832","EFO_0005674","white matter microstructure measurement","http://www.ebi.ac.uk/efo/EFO_0005674"
"833","EFO_0005675","vitamin D-binding protein measurement","http://www.ebi.ac.uk/efo/EFO_0005675"
"834","EFO_0005676","autoimmune hepatits type 1","http://www.ebi.ac.uk/efo/EFO_0005676"
"835","EFO_0005677","puberty onset measurement","http://www.ebi.ac.uk/efo/EFO_0005677"
"836","EFO_0005678","hippocampal sclerosis of aging","http://www.ebi.ac.uk/efo/EFO_0005678"
"837","Orphanet_2445","conotruncal heart defect","http://www.orpha.net/ORDO/Orphanet_2445"
"838","EFO_0005681","Staphylococcus aureus infection","http://www.ebi.ac.uk/efo/EFO_0005681"
"839","EFO_0005682","oxygen saturation measurement","http://www.ebi.ac.uk/efo/EFO_0005682"
"840","EFO_0005686","receptive language perception","http://www.ebi.ac.uk/efo/EFO_0005686"
"841","EFO_0005687","fibromyalgia","http://www.ebi.ac.uk/efo/EFO_0005687"
"842","EFO_0005689","non-high density lipoprotein cholesterol measurement","http://www.ebi.ac.uk/efo/EFO_0005689"
"843","EFO_0005690","musical aptitude","http://www.ebi.ac.uk/efo/EFO_0005690"
"844","Orphanet_797","sarcoidosis","http://www.orpha.net/ORDO/Orphanet_797"
"845","Orphanet_683","progressive supranuclear palsy","http://www.orpha.net/ORDO/Orphanet_683"
"846","Orphanet_654","nephroblastoma","http://www.orpha.net/ORDO/Orphanet_654"
"847","Orphanet_3389","tuberculosis","http://www.orpha.net/ORDO/Orphanet_3389"
"848","Orphanet_30391","biliary atresia","http://www.orpha.net/ORDO/Orphanet_30391"
"849","EFO_0005262","mitral annular calcification","http://www.ebi.ac.uk/efo/EFO_0005262"
"850","EFO_0004814","interleukin-6 receptor measurement","http://www.ebi.ac.uk/efo/EFO_0004814"
"851","EFO_0004815","alpha macroglobulin measurement","http://www.ebi.ac.uk/efo/EFO_0004815"
"852","EFO_0004628","insulin like growth factor measurement","http://www.ebi.ac.uk/efo/EFO_0004628"
"853","EFO_0004818","transforming growth factor beta measurement","http://www.ebi.ac.uk/efo/EFO_0004818"
"854","EFO_0004819","resistin measurement","http://www.ebi.ac.uk/efo/EFO_0004819"
"855","EFO_0004884","breast size","http://www.ebi.ac.uk/efo/EFO_0004884"
"856","EFO_0004885","early cardiac repolarization measurement","http://www.ebi.ac.uk/efo/EFO_0004885"
"857","EFO_0004887","maximal oxygen uptake measurement","http://www.ebi.ac.uk/efo/EFO_0004887"
"858","EFO_0004888","post operative nausea and vomiting","http://www.ebi.ac.uk/efo/EFO_0004888"
"859","EFO_0004889","postoperative ventricular dysfunction","http://www.ebi.ac.uk/efo/EFO_0004889"
"860","EFO_0004890","anti-social behavior","http://www.ebi.ac.uk/efo/EFO_0004890"
"861","EFO_0004892","sasang constitutional medicine","http://www.ebi.ac.uk/efo/EFO_0004892"
"862","EFO_0004893","testicular dysgenesis syndrome","http://www.ebi.ac.uk/efo/EFO_0004893"
"863","HP_0001636","tetralogy of fallot","http://purl.obolibrary.org/obo/HP_0001636"
"864","EFO_0004895","Tourette syndrome","http://www.ebi.ac.uk/efo/EFO_0004895"
"865","EFO_0004886","intracranial volume measurement","http://www.ebi.ac.uk/efo/EFO_0004886"
"866","EFO_0004710","pelvic organ prolapse","http://www.ebi.ac.uk/efo/EFO_0004710"
"867","EFO_0004697","estradiol measurement","http://www.ebi.ac.uk/efo/EFO_0004697"
"868","EFO_0004699","gambling","http://www.ebi.ac.uk/efo/EFO_0004699"
"869","EFO_0004555","glycoprotein measurement","http://www.ebi.ac.uk/efo/EFO_0004555"
"870","GO_0007568","aging","http://purl.obolibrary.org/obo/GO_0007568"
"871","GO_0007608","sensory perception of smell","http://purl.obolibrary.org/obo/GO_0007608"
"872","GO_0007610","behavior","http://purl.obolibrary.org/obo/GO_0007610"
"873","GO_0009314","response to radiation","http://purl.obolibrary.org/obo/GO_0009314"
"874","GO_0009615","response to virus","http://purl.obolibrary.org/obo/GO_0009615"
"875","GO_0010226","response to lithium ion","http://purl.obolibrary.org/obo/GO_0010226"
"876","GO_0035456","response to interferon beta","http://purl.obolibrary.org/obo/GO_0035456"
"877","GO_0036270","response to diuretic","http://purl.obolibrary.org/obo/GO_0036270"
"878","GO_0036271","response to methylphenidate","http://purl.obolibrary.org/obo/GO_0036271"
"879","GO_0036273","response to statin","http://purl.obolibrary.org/obo/GO_0036273"
"880","GO_0036274","response to lapatinib","http://purl.obolibrary.org/obo/GO_0036274"
"881","GO_0036275","response to 5' fluorouracil","http://purl.obolibrary.org/obo/GO_0036275"
"882","GO_0036276","response to antidepressant","http://purl.obolibrary.org/obo/GO_0036276"
"883","GO_0036277","response to anticonvulsant","http://purl.obolibrary.org/obo/GO_0036277"
"884","GO_0036287","response to iloperidone","http://purl.obolibrary.org/obo/GO_0036287"
"885","GO_0042476","odontogenesis","http://purl.obolibrary.org/obo/GO_0042476"
"886","GO_0042493","response to drug","http://purl.obolibrary.org/obo/GO_0042493"
"887","GO_0046677","response to antibiotic","http://purl.obolibrary.org/obo/GO_0046677"
"888","GO_0051384","response to glucocorticoid","http://purl.obolibrary.org/obo/GO_0051384"
"889","GO_0070527","platelet aggregation","http://purl.obolibrary.org/obo/GO_0070527"
"890","GO_0097327","response to antineoplastic agent","http://purl.obolibrary.org/obo/GO_0097327"
"891","GO_0097332","response to antipsychotic drug","http://purl.obolibrary.org/obo/GO_0097332"
"892","EFO_0004528","mean corpuscular hemoglobin concentration","http://www.ebi.ac.uk/efo/EFO_0004528"
"893","EFO_0005053","internal carotid intimal medial thickness","http://www.ebi.ac.uk/efo/EFO_0005053"
"894","EFO_0000095","chronic lymphocytic leukemia","http://www.ebi.ac.uk/efo/EFO_0000095"
"895","EFO_0000096","neoplasm of mature b-cells","http://www.ebi.ac.uk/efo/EFO_0000096"
"896","EFO_0000174","ewing sarcoma","http://www.ebi.ac.uk/efo/EFO_0000174"
"897","EFO_0000178","gastric carcinoma","http://www.ebi.ac.uk/efo/EFO_0000178"
"898","EFO_0000180","HIV-1 infection","http://www.ebi.ac.uk/efo/EFO_0000180"
"899","EFO_0000182","hepatocellular carcinoma","http://www.ebi.ac.uk/efo/EFO_0000182"
"900","EFO_0000183","hodgkins lymphoma","http://www.ebi.ac.uk/efo/EFO_0000183"
"901","EFO_0000195","metabolic syndrome","http://www.ebi.ac.uk/efo/EFO_0000195"
"902","EFO_0000200","plasma cell neoplasm","http://www.ebi.ac.uk/efo/EFO_0000200"
"903","EFO_0000220","acute lymphoblastic leukemia","http://www.ebi.ac.uk/efo/EFO_0000220"
"904","EFO_0000249","Alzheimer's disease","http://www.ebi.ac.uk/efo/EFO_0000249"
"905","EFO_0004515","muscle mass measurement","http://www.ebi.ac.uk/efo/EFO_0004515"
"906","EFO_0000253","amyotrophic lateral sclerosis","http://www.ebi.ac.uk/efo/EFO_0000253"
"907","EFO_0000270","asthma","http://www.ebi.ac.uk/efo/EFO_0000270"
"908","EFO_0000274","atopic eczema","http://www.ebi.ac.uk/efo/EFO_0000274"
"909","EFO_0000275","atrial fibrillation","http://www.ebi.ac.uk/efo/EFO_0000275"
"910","EFO_0000279","azoospermia","http://www.ebi.ac.uk/efo/EFO_0000279"
"911","EFO_0000289","bipolar disorder","http://www.ebi.ac.uk/efo/EFO_0000289"
"912","EFO_0000292","bladder carcinoma","http://www.ebi.ac.uk/efo/EFO_0000292"
"913","EFO_0000305","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305"
"914","EFO_0000319","cardiovascular disease","http://www.ebi.ac.uk/efo/EFO_0000319"
"915","EFO_0000326","central nervous system cancer","http://www.ebi.ac.uk/efo/EFO_0000326"
"916","EFO_0000339","chronic myelogenous leukemia","http://www.ebi.ac.uk/efo/EFO_0000339"
"917","EFO_0000341","chronic obstructive pulmonary disease","http://www.ebi.ac.uk/efo/EFO_0000341"
"918","EFO_0005842","colorectal cancer","http://www.ebi.ac.uk/efo/EFO_0005842"
"919","Orphanet_156071","keratoconus","http://www.orpha.net/ORDO/Orphanet_156071"
"920","EFO_0000384","crohn's disease","http://www.ebi.ac.uk/efo/EFO_0000384"
"921","EFO_0000400","diabetes mellitus","http://www.ebi.ac.uk/efo/EFO_0000400"
"922","EFO_0000401","diabetic nephropathy","http://www.ebi.ac.uk/efo/EFO_0000401"
"923","EFO_0000403","diffuse large b-cell lymphoma","http://www.ebi.ac.uk/efo/EFO_0000403"
"924","EFO_0000405","digestive system disease","http://www.ebi.ac.uk/efo/EFO_0000405"
"925","EFO_0000407","dilated cardiomyopathy","http://www.ebi.ac.uk/efo/EFO_0000407"
"926","EFO_0000409","disease free survival","http://www.ebi.ac.uk/efo/EFO_0000409"
"927","EFO_0000464","emphysema","http://www.ebi.ac.uk/efo/EFO_0000464"
"928","EFO_0000474","epilepsy","http://www.ebi.ac.uk/efo/EFO_0000474"
"929","EFO_0000482","event free survival time","http://www.ebi.ac.uk/efo/EFO_0000482"
"930","EFO_0000483","exercise","http://www.ebi.ac.uk/efo/EFO_0000483"
"931","EFO_0000516","glaucoma","http://www.ebi.ac.uk/efo/EFO_0000516"
"932","EFO_0000519","glioblastoma multiforme","http://www.ebi.ac.uk/efo/EFO_0000519"
"933","EFO_0000537","hypertension","http://www.ebi.ac.uk/efo/EFO_0000537"
"934","EFO_0000540","immune system disease","http://www.ebi.ac.uk/efo/EFO_0000540"
"935","EFO_0000571","lung adenocarcinoma","http://www.ebi.ac.uk/efo/EFO_0000571"
"936","EFO_0000612","myocardial infarction","http://www.ebi.ac.uk/efo/EFO_0000612"
"937","EFO_0000614","narcolepsy with cataplexy","http://www.ebi.ac.uk/efo/EFO_0000614"
"938","EFO_0000621","neuroblastoma","http://www.ebi.ac.uk/efo/EFO_0000621"
"939","EFO_0000625","nevus","http://www.ebi.ac.uk/efo/EFO_0000625"
"940","EFO_0000649","periodontitis","http://www.ebi.ac.uk/efo/EFO_0000649"
"941","EFO_0000660","polycystic ovary syndrome","http://www.ebi.ac.uk/efo/EFO_0000660"
"942","EFO_0000668","preeclampsia","http://www.ebi.ac.uk/efo/EFO_0000668"
"943","EFO_0000676","psoriasis","http://www.ebi.ac.uk/efo/EFO_0000676"
"944","EFO_0000677","mental or behavioural disorder","http://www.ebi.ac.uk/efo/EFO_0000677"
"945","EFO_0000681","renal cell carcinoma","http://www.ebi.ac.uk/efo/EFO_0000681"
"946","EFO_0000685","rheumatoid arthritis","http://www.ebi.ac.uk/efo/EFO_0000685"
"947","EFO_0000692","schizophrenia","http://www.ebi.ac.uk/efo/EFO_0000692"
"948","EFO_0000702","small cell lung carcinoma","http://www.ebi.ac.uk/efo/EFO_0000702"
"949","EFO_0000712","stroke","http://www.ebi.ac.uk/efo/EFO_0000712"
